T_min,date,T_max,H_min,H_max,extrap
284.69,2020-10-26,289.685,67.0677966101695,90.49152542372879,0.0
284.43833333333333,2020-10-27,290.23,69.03389830508475,91.71186440677972,0.0
285.5228813559322,2020-10-28,290.5872881355932,67.72413793103448,91.01724137931036,0.0
286.20499999999987,2020-10-29,291.66333333333336,69.35593220338983,90.49152542372879,0.0
285.9266666666666,2020-10-30,292.83833333333337,64.0,91.27118644067795,0.0
284.21271186440674,2020-10-31,292.89745762711874,62.706896551724135,90.3793103448276,0.0
286.54,2020-11-01,293.13,68.13559322033899,90.13559322033899,0.0
286.60833333333335,2020-11-02,293.685,65.37288135593221,90.61016949152544,0.0
284.415,2020-11-03,289.85833333333335,65.0677966101695,89.77966101694916,0.0
282.22,2020-11-04,288.68,62.6779661016949,89.76271186440678,0.0
284.8584745762712,2020-11-05,286.18050847457624,74.3103448275862,80.51724137931033,0.0
283.25,2020-11-06,291.14,65.2542372881356,88.96610169491525,0.0
285.68333333333334,2020-11-07,292.06333333333333,66.33898305084746,90.76271186440678,0.0
286.16694915254243,2020-11-08,292.3838983050848,68.53448275862068,92.24137931034485,0.0
285.425,2020-11-09,292.43333333333334,69.67796610169492,93.76271186440678,0.0
285.29833333333335,2020-11-10,290.82833333333343,74.21666666666667,93.8,0.0
284.64,2020-11-11,290.8983333333333,70.93333333333334,93.6,0.0
284.7083333333333,2020-11-12,291.45333333333343,64.01666666666667,91.18333333333334,0.0
284.99333333333334,2020-11-13,291.37666666666667,69.15,90.73333333333332,0.0
285.3850000000001,2020-11-14,292.26,66.16666666666667,92.43333333333334,0.0
286.035,2020-11-15,291.77833333333336,65.83333333333333,91.48333333333332,0.0
285.11,2020-11-16,289.90166666666664,67.9,89.31666666666666,0.0
283.99333333333334,2020-11-17,290.58,65.5,90.53333333333332,0.0
283.37666666666667,2020-11-18,291.93833333333333,61.95,91.71666666666668,0.0
283.7316666666666,2020-11-19,289.665,63.73333333333333,89.6,0.0
281.78666666666663,2020-11-20,287.7683333333333,61.53333333333333,88.56666666666666,0.0
280.73,2020-11-21,287.655,61.38333333333333,88.21666666666668,0.0
280.2279661016949,2020-11-22,288.0228813559322,60.932203389830505,88.06779661016952,0.0
281.225,2020-11-23,288.5250000000001,64.18333333333334,88.96666666666668,0.0
280.92333333333335,2020-11-24,288.615,66.05,91.28333333333332,0.0
282.40333333333336,2020-11-25,289.415,67.4,89.7,0.0
282.76666666666665,2020-11-26,289.87000000000006,67.23333333333333,90.33333333333331,0.0
283.6400000000001,2020-11-27,289.69,70.08333333333333,90.73333333333332,0.0
283.2933333333333,2020-11-28,289.30833333333334,68.6,90.85,0.0
281.45500000000004,2020-11-29,287.4616666666667,68.36666666666666,90.9,0.0
280.025,2020-11-30,286.35,70.38333333333334,90.58333333333331,0.0
281.60833333333335,2020-12-01,286.6766666666666,70.05,92.23333333333332,0.0
281.4347457627118,2020-12-02,285.8093220338983,71.08474576271186,91.06779661016952,0.0
282.07666666666665,2020-12-03,286.855,71.0,90.65,0.0
281.3233333333334,2020-12-04,286.1033333333333,70.2,90.53333333333332,0.0
280.3161016949153,2020-12-05,285.49237288135595,72.41666666666667,91.85,0.0
280.74322033898306,2020-12-06,285.51101694915263,71.46666666666667,91.46666666666668,0.0
