T_max,T_min,H_mean,W_speed
16.599999999999998,6.0,54.86333333333334,19.2
14.666666666666666,1.0333333333333334,42.02333333333333,10.633333333333333
17.633333333333333,7.5,65.29666666666667,14.666666666666666
16.666666666666668,5.833333333333333,71.37666666666667,25.53333333333333
4.966666666666666,-3.4,34.973333333333336,30.8
1.9333333333333336,-4.6000000000000005,35.24666666666667,18.233333333333334
4.633333333333334,-4.1000000000000005,43.14333333333334,13.733333333333334
9.133333333333333,-1.4000000000000001,61.32666666666666,12.0
5.333333333333333,0.3333333333333335,36.60333333333333,19.400000000000002
4.8,-2.0333333333333337,29.823333333333334,16.966666666666665
7.1000000000000005,-2.8666666666666667,50.10999999999999,19.766666666666666
9.866666666666667,0.39999999999999997,55.943333333333335,19.366666666666664
10.9,-0.6,55.51333333333334,10.466666666666667
12.299999999999999,0.3666666666666667,58.803333333333335,9.366666666666667
9.4,-0.10000000000000002,55.376666666666665,10.966666666666667
9.533333333333333,0.1333333333333333,48.31999999999999,16.8
9.200000000000001,0.9333333333333335,67.19666666666667,13.5
7.333333333333333,-0.09999999999999987,62.76333333333334,23.900000000000002
0.5000000000000001,-6.733333333333333,49.75333333333333,21.566666666666666
3.4333333333333336,-7.233333333333333,62.843333333333334,13.033333333333333
2.6333333333333333,-3.0,42.74666666666667,18.033333333333335
0.8333333333333335,-5.666666666666667,43.11333333333334,20.8
-2.4,-9.1,44.27666666666667,21.46666666666667
1.2333333333333332,-9.333333333333334,52.16,12.799999999999999
4.833333333333333,-6.233333333333333,55.086666666666666,12.933333333333332
4.3,-1.0333333333333334,81.89666666666666,14.533333333333333
0.6,-6.766666666666666,60.09,26.766666666666666
-3.8333333333333335,-8.766666666666667,50.77333333333333,31.133333333333336
0.4333333333333333,-9.5,51.82666666666666,15.433333333333332
3.4666666666666663,-7.066666666666667,54.526666666666664,18.266666666666666
4.6000000000000005,-5.466666666666666,54.71333333333333,12.700000000000001
6.2,-5.666666666666667,53.10333333333333,14.0
4.3999999999999995,-2.533333333333333,54.78666666666667,17.3
3.9666666666666663,-4.366666666666666,51.81333333333333,15.0
4.3,-3.4666666666666663,61.166666666666664,14.966666666666667
5.033333333333333,-2.766666666666667,57.97,16.933333333333334
6.5,-3.1333333333333333,53.833333333333336,17.5
3.466666666666667,-3.033333333333333,31.14,17.3
3.533333333333333,-4.7,38.60666666666666,16.400000000000002
6.033333333333334,-4.066666666666666,45.16,16.466666666666665
6.333333333333333,-3.9333333333333336,56.95666666666667,10.966666666666667
8.1,-2.733333333333333,60.70333333333334,13.366666666666667
7.0,0.3,65.58999999999999,16.833333333333332
8.866666666666667,-2.8000000000000003,58.833333333333336,12.1
10.866666666666667,-0.6,59.51,15.833333333333334
10.633333333333333,-2.1,59.800000000000004,8.6
11.833333333333334,-1.0,62.166666666666664,10.433333333333332
14.633333333333333,-0.16666666666666682,56.24333333333334,9.6
14.233333333333334,7.8,92.61,17.8
11.366666666666667,6.433333333333334,90.84666666666668,17.0
6.3,-0.1333333333333333,88.33,16.233333333333334
2.6666666666666665,-3.733333333333333,57.46666666666667,20.366666666666667
3.033333333333333,-4.433333333333333,50.776666666666664,15.666666666666666
4.633333333333334,-2.6,59.343333333333334,14.466666666666667
5.8999999999999995,-4.1000000000000005,61.54666666666666,14.833333333333334
5.266666666666667,-4.3,48.85,29.866666666666664
3.3333333333333335,-7.666666666666667,37.93333333333333,14.299999999999999
4.866666666666666,-4.366666666666666,47.11000000000001,9.733333333333333
8.266666666666666,-3.9,56.69333333333333,19.233333333333334
0.10000000000000002,-12.566666666666668,41.196666666666665,31.833333333333332
-3.1333333333333333,-14.266666666666667,36.63,19.466666666666665
1.1666666666666667,-9.433333333333334,56.6,12.266666666666666
-0.39999999999999986,-6.533333333333334,43.86333333333334,26.066666666666666
0.6666666666666666,-8.733333333333333,43.60333333333333,22.666666666666668
5.6000000000000005,-6.1000000000000005,53.52333333333333,17.400000000000002
5.566666666666666,-3.0666666666666664,40.413333333333334,18.5
9.766666666666666,-6.7,48.95666666666667,15.633333333333335
11.1,-0.9666666666666667,54.48666666666667,22.400000000000002
5.433333333333334,-2.566666666666667,41.026666666666664,15.299999999999999
7.2,-1.5,40.40333333333333,13.200000000000001
6.666666666666667,-2.1999999999999997,39.02,17.7
9.0,-5.766666666666667,51.1,11.833333333333334
11.166666666666666,-3.1999999999999997,50.24333333333334,9.533333333333333
12.4,-0.20000000000000004,59.053333333333335,12.700000000000001
10.933333333333332,0.3333333333333333,55.1,16.766666666666666
10.333333333333334,-1.0666666666666667,48.98333333333333,18.099999999999998
8.299999999999999,2.1666666666666665,79.17666666666666,16.966666666666665
9.866666666666665,-0.2333333333333333,72.83333333333333,10.333333333333334
9.333333333333334,0.39999999999999997,70.33666666666666,16.4
8.433333333333334,4.666666666666667,69.20666666666666,17.366666666666664
8.866666666666667,0.9333333333333332,60.413333333333334,18.933333333333334
7.066666666666667,1.0,60.05666666666667,18.633333333333333
8.299999999999999,1.1333333333333333,65.69,13.966666666666667
9.266666666666667,0.0,64.37666666666667,8.466666666666667
9.133333333333333,4.466666666666666,71.07000000000001,8.933333333333334
10.4,2.966666666666667,56.19333333333333,23.066666666666666
6.366666666666667,-1.2333333333333334,35.196666666666665,26.266666666666666
6.5,-3.8333333333333335,38.36,15.9
9.6,-3.033333333333333,52.01333333333333,14.666666666666666
11.633333333333333,2.6,54.54666666666666,16.266666666666666
11.666666666666666,3.4,42.4,20.066666666666666
7.933333333333334,-1.0666666666666667,38.919999999999995,16.900000000000002
10.4,-2.6666666666666665,37.71666666666667,13.299999999999999
13.866666666666667,-1.4333333333333333,43.77,15.800000000000002
13.799999999999999,0.5,51.29333333333333,17.666666666666668
12.0,5.3999999999999995,58.06333333333333,22.0
8.466666666666667,0.9666666666666667,28.26,19.8
13.0,-1.0999999999999999,38.67666666666667,14.833333333333334
14.9,2.9333333333333336,52.97666666666667,13.533333333333333
15.733333333333334,2.6,57.43666666666667,12.166666666666666
17.433333333333334,3.1,47.836666666666666,16.766666666666666
20.099999999999998,5.2,52.18,17.633333333333336
19.400000000000002,7.566666666666666,52.403333333333336,16.766666666666666
18.533333333333335,8.9,70.66333333333334,21.566666666666666
22.066666666666666,7.266666666666667,61.28000000000001,11.9
22.233333333333334,9.5,58.17000000000001,16.033333333333335
17.033333333333335,3.0,71.50333333333333,27.133333333333336
9.666666666666666,-0.26666666666666666,33.703333333333326,24.5
15.766666666666666,3.8000000000000003,45.086666666666666,20.633333333333333
18.099999999999998,5.333333333333333,64.71,23.133333333333336
13.4,5.466666666666666,39.656666666666666,19.566666666666666
13.333333333333334,5.1000000000000005,44.01666666666667,15.1
15.533333333333333,6.3,46.72,16.599999999999998
17.066666666666666,4.8,46.48,15.799999999999999
18.133333333333333,3.7000000000000006,47.43666666666667,16.066666666666666
21.433333333333334,8.1,42.556666666666665,14.633333333333333
22.2,10.4,62.39333333333334,12.6
18.96666666666667,14.433333333333332,78.15666666666667,15.600000000000001
16.533333333333335,9.0,61.593333333333334,17.8
15.133333333333333,8.933333333333332,62.32333333333332,15.333333333333334
15.766666666666666,7.533333333333332,52.56666666666666,17.233333333333334
15.333333333333334,4.3,39.00666666666667,14.6
17.033333333333335,3.7999999999999994,49.550000000000004,15.933333333333332
19.666666666666668,5.966666666666666,50.36333333333334,14.466666666666667
22.0,7.266666666666667,43.82666666666666,13.299999999999999
24.266666666666666,9.166666666666666,38.15,18.2
23.53333333333333,8.666666666666666,46.95333333333334,18.233333333333334
21.900000000000002,10.533333333333333,45.54666666666666,23.0
21.8,9.666666666666666,45.92666666666667,19.733333333333334
21.266666666666666,10.833333333333334,53.85,14.766666666666666
16.133333333333336,12.433333333333332,90.01666666666667,22.46666666666667
14.733333333333334,9.9,77.72,18.9
18.066666666666666,7.733333333333333,58.32,20.933333333333334
15.933333333333332,3.9333333333333336,35.37,25.166666666666668
19.099999999999998,4.8999999999999995,39.49666666666666,18.099999999999998
20.46666666666667,6.3,48.906666666666666,20.866666666666667
20.233333333333334,10.433333333333332,68.50333333333333,26.36666666666667
18.066666666666666,8.700000000000001,31.790000000000003,22.7
20.7,6.766666666666667,35.43,16.599999999999998
19.833333333333332,11.033333333333333,57.300000000000004,12.1
16.633333333333333,9.433333333333332,81.8,15.833333333333334
17.766666666666666,7.5,68.61,24.03333333333333
19.733333333333334,5.033333333333333,56.30666666666667,18.466666666666665
14.299999999999999,12.166666666666666,58.666666666666664,9.299999999999999
